Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	47	2.176933765632237	5.167155744947934E-25	TFPI1_HUMAN, PROC_HUMAN, UROK_HUMAN, CO2_HUMAN, CO7_HUMAN, CR2_HUMAN, CO8G_HUMAN, C4BPB_HUMAN, FA10_HUMAN, C1QB_HUMAN, A2AP_HUMAN, F13A_HUMAN, FA8_HUMAN, PLMN_HUMAN, C1S_HUMAN, CFAH_HUMAN, CO9_HUMAN, CO8A_HUMAN, ANT3_HUMAN, FA9_HUMAN, CFAD_HUMAN, CO5_HUMAN, HEP2_HUMAN, MASP2_HUMAN, C1QC_HUMAN, IC1_HUMAN, FA7_HUMAN, CD59_HUMAN, CBPB2_HUMAN, CO6_HUMAN, CR1_HUMAN, FA11_HUMAN, CO8B_HUMAN, IPSP_HUMAN, DAF_HUMAN, VWF_HUMAN, MBL2_HUMAN, C4BPA_HUMAN, FA5_HUMAN, C1QA_HUMAN, PROS_HUMAN, THRB_HUMAN, MASP1_HUMAN, CFAI_HUMAN, CO4A_HUMAN, KLKB1_HUMAN, PAI1_HUMAN	907	69	6910	5.189428439032964	1.4778065430551092E-22	1.4778065430551092E-22	6.854542333484879E-22
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	38	1.760074108383511	8.285684178527123E-12	CO6A6_HUMAN, GPVI_HUMAN, CORA1_HUMAN, ITB6_HUMAN, ITA9_HUMAN, COBA2_HUMAN, COMP_HUMAN, OSTP_HUMAN, CO6A5_HUMAN, TSP3_HUMAN, HMMR_HUMAN, TSP2_HUMAN, LAMA4_HUMAN, LAMB2_HUMAN, AGRIN_HUMAN, VTNC_HUMAN, TSP1_HUMAN, TENX_HUMAN, DAG1_HUMAN, LAMA2_HUMAN, CO1A2_HUMAN, CHAD_HUMAN, CD44_HUMAN, CO6A3_HUMAN, CO6A2_HUMAN, ITB3_HUMAN, VWF_HUMAN, RELN_HUMAN, CO1A1_HUMAN, PGBM_HUMAN, TSP4_HUMAN, ITA2_HUMAN, LAMC1_HUMAN, LAMA5_HUMAN, CO2A1_HUMAN, GP1BA_HUMAN, FINC_HUMAN, TENA_HUMAN	907	87	6910	3.3276305617863615	2.3697117601528817E-9	1.1848558800764408E-9	1.0991485499545206E-8
KEGG_PATHWAY	hsa04145:Phagosome	44	2.0379805465493286	5.23515188098308E-7	1B59_HUMAN, 1C05_HUMAN, LAMP1_HUMAN, VATE1_HUMAN, CATL1_HUMAN, 1C12_HUMAN, CALR_HUMAN, COL12_HUMAN, S61A1_HUMAN, 1B14_HUMAN, VATE2_HUMAN, 1C04_HUMAN, 1B15_HUMAN, PERM_HUMAN, 1B58_HUMAN, 1A43_HUMAN, 1B35_HUMAN, 1B48_HUMAN, 1B49_HUMAN, 1C14_HUMAN, SFTA1_HUMAN, 1B42_HUMAN, 1B40_HUMAN, 1A32_HUMAN, 1B67_HUMAN, MRC1_HUMAN, HLAF_HUMAN, 1C15_HUMAN, SFTPD_HUMAN, 1B46_HUMAN, COR1A_HUMAN, 1C02_HUMAN, TSP3_HUMAN, 1B47_HUMAN, 1A31_HUMAN, 1B38_HUMAN, 1C01_HUMAN, 1A74_HUMAN, 1A36_HUMAN, 1A80_HUMAN, TSP1_HUMAN, FCG3B_HUMAN, 1B39_HUMAN, VATB2_HUMAN, 1B81_HUMAN, 1A03_HUMAN, 1A66_HUMAN, ITB3_HUMAN, 1B52_HUMAN, 1A01_HUMAN, 1B27_HUMAN, 1A24_HUMAN, HLAE_HUMAN, 1B08_HUMAN, 1B13_HUMAN, 1C07_HUMAN, EEA1_HUMAN, COMP_HUMAN, 1A25_HUMAN, 1A30_HUMAN, ACTB_HUMAN, 1C06_HUMAN, 1A23_HUMAN, 1B07_HUMAN, 1B44_HUMAN, 1C16_HUMAN, MARCO_HUMAN, 1A68_HUMAN, MBL2_HUMAN, ITA2_HUMAN, 1A02_HUMAN, 1B55_HUMAN, VATB1_HUMAN, VAMP3_HUMAN, 1B73_HUMAN, 1B41_HUMAN, 1A69_HUMAN, DYHC1_HUMAN, COL11_HUMAN, 1B51_HUMAN, MRC2_HUMAN, TBAL3_HUMAN, TSP2_HUMAN, 1B54_HUMAN, 1A34_HUMAN, FCG2C_HUMAN, SFPA2_HUMAN, 1B82_HUMAN, S61A2_HUMAN, 1A11_HUMAN, 1B56_HUMAN, CD14_HUMAN, FCG2A_HUMAN, TSP4_HUMAN, 1A33_HUMAN, LAMP2_HUMAN, CATS_HUMAN, 1B50_HUMAN, 1A26_HUMAN, ITAM_HUMAN	907	153	6910	2.190947676387718	1.497141746994446E-4	4.990721558850719E-5	6.944720993495856E-4
KEGG_PATHWAY	hsa04510:Focal adhesion	53	2.454840203798055	1.3695130360972174E-6	CO6A6_HUMAN, ITA9_HUMAN, TLN2_HUMAN, COMP_HUMAN, PGFRB_HUMAN, OSTP_HUMAN, FLNC_HUMAN, VGFR2_HUMAN, SHC2_HUMAN, ACTB_HUMAN, MET_HUMAN, LAMA4_HUMAN, LAMB2_HUMAN, FLNA_HUMAN, SHC1_HUMAN, TENX_HUMAN, LAMA2_HUMAN, P85A_HUMAN, CHAD_HUMAN, CO6A2_HUMAN, IGF1R_HUMAN, MYLK_HUMAN, RELN_HUMAN, ITA2_HUMAN, LAMC1_HUMAN, SHC3_HUMAN, ACTN2_HUMAN, FINC_HUMAN, CORA1_HUMAN, ITB6_HUMAN, COBA2_HUMAN, CO6A5_HUMAN, EGFR_HUMAN, TSP3_HUMAN, TSP2_HUMAN, VTNC_HUMAN, VINC_HUMAN, ROCK2_HUMAN, ACTN4_HUMAN, TSP1_HUMAN, VGFR3_HUMAN, CO1A2_HUMAN, CO6A3_HUMAN, ITB3_HUMAN, VWF_HUMAN, ILK_HUMAN, TSP4_HUMAN, CO1A1_HUMAN, BIRC2_HUMAN, LAMA5_HUMAN, FLNB_HUMAN, CO2A1_HUMAN, TENA_HUMAN	907	206	6910	1.9601053296368054	3.9160429953943865E-4	9.791545510062782E-5	0.0018167260097623483
KEGG_PATHWAY	hsa00010:Glycolysis / Gluconeogenesis	25	1.1579434923575729	1.7872575411316315E-6	PGAM2_HUMAN, LDHC_HUMAN, ODPB_HUMAN, KPYM_HUMAN, G3P_HUMAN, F16P1_HUMAN, TPIS_HUMAN, PGAM1_HUMAN, PMGE_HUMAN, PGK2_HUMAN, ENOA_HUMAN, PGK1_HUMAN, G6PI_HUMAN, ALDOC_HUMAN, PGM1_HUMAN, LDH6B_HUMAN, ENOG_HUMAN, LDH6A_HUMAN, MINP1_HUMAN, PGAM4_HUMAN, ADH1A_HUMAN, LDHB_HUMAN, ENOB_HUMAN, LDHA_HUMAN, DLDH_HUMAN	907	67	6910	2.842732314173345	5.110254955332794E-4	1.0222599727927051E-4	0.0023708784488873924
KEGG_PATHWAY	hsa05150:Staphylococcus aureus infection	20	0.9263547938860583	2.8485125087765682E-5	CFAD_HUMAN, CO5_HUMAN, FCG3B_HUMAN, C1QC_HUMAN, MASP2_HUMAN, ITAL_HUMAN, FCG2C_HUMAN, CO2_HUMAN, C1QB_HUMAN, LYAM3_HUMAN, FCG2A_HUMAN, PLMN_HUMAN, C1S_HUMAN, CFAH_HUMAN, MBL2_HUMAN, C1QA_HUMAN, MASP1_HUMAN, CFAI_HUMAN, CO4A_HUMAN, ITAM_HUMAN	907	54	6910	2.8216750377720605	0.008113766065654393	0.0013568888939803347	0.03778062820545269
KEGG_PATHWAY	hsa01200:Carbon metabolism	30	1.3895321908290876	2.189162354899262E-4	PGAM2_HUMAN, ODPB_HUMAN, TALDO_HUMAN, ALAT1_HUMAN, 6PGD_HUMAN, KPYM_HUMAN, G3P_HUMAN, F16P1_HUMAN, G6PE_HUMAN, TPIS_HUMAN, ALAT2_HUMAN, PGAM1_HUMAN, AATC_HUMAN, PGK2_HUMAN, MAOM_HUMAN, PGK1_HUMAN, ENOA_HUMAN, G6PI_HUMAN, ALDOC_HUMAN, MDHC_HUMAN, GCST_HUMAN, ENOG_HUMAN, ACON_HUMAN, PGAM4_HUMAN, ESTD_HUMAN, ENOB_HUMAN, DLDH_HUMAN, TKT_HUMAN, CATA_HUMAN, IDH3G_HUMAN	907	113	6910	2.0226166199959024	0.06069674583300999	0.00890538116873918	0.2900159609047992
KEGG_PATHWAY	hsa04142:Lysosome	31	1.4358499305233905	3.290855196506163E-4	PAG15_HUMAN, LAMP1_HUMAN, LYAG_HUMAN, CATD_HUMAN, SAP3_HUMAN, NAGPA_HUMAN, HEXB_HUMAN, CATL1_HUMAN, CLH1_HUMAN, ARSA_HUMAN, AP3B1_HUMAN, ANAG_HUMAN, AP1G2_HUMAN, CATC_HUMAN, HEXA_HUMAN, CATH_HUMAN, PPGB_HUMAN, LGMN_HUMAN, GNPTG_HUMAN, MPRI_HUMAN, SAP_HUMAN, CLH2_HUMAN, AP3D1_HUMAN, ASPG_HUMAN, CATZ_HUMAN, CATB_HUMAN, IDS_HUMAN, NPC2_HUMAN, LAMP2_HUMAN, CATS_HUMAN, CATF_HUMAN	907	121	6910	1.9518528980291032	0.0898391606307285	0.011697786172096714	0.43567173258478586
KEGG_PATHWAY	hsa05020:Prion diseases	13	0.6021306160259379	6.049046070701954E-4	CO5_HUMAN, CO8B_HUMAN, C1QC_HUMAN, GRP78_HUMAN, SODC_HUMAN, CO9_HUMAN, CO8A_HUMAN, LAMC1_HUMAN, C1QA_HUMAN, CO7_HUMAN, CO8G_HUMAN, CO6_HUMAN, C1QB_HUMAN	907	33	6910	3.0012361765393742	0.15890870011634095	0.019044655090316942	0.7994721639938307
KEGG_PATHWAY	hsa05146:Amoebiasis	27	1.2505789717461788	9.556137949048193E-4	CORA1_HUMAN, COBA2_HUMAN, SPB9_HUMAN, NFKB1_HUMAN, CO8G_HUMAN, ILEU_HUMAN, LAMB2_HUMAN, LAMA4_HUMAN, CO8A_HUMAN, CO9_HUMAN, VINC_HUMAN, ACTN4_HUMAN, P85A_HUMAN, LAMA2_HUMAN, CO1A2_HUMAN, CD14_HUMAN, CO8B_HUMAN, CO1A1_HUMAN, LAMC1_HUMAN, ACTN2_HUMAN, LAMA5_HUMAN, IL1R2_HUMAN, TGFB1_HUMAN, CO2A1_HUMAN, PLCB3_HUMAN, ITAM_HUMAN, FINC_HUMAN	907	106	6910	1.940567077863993	0.2392391407229616	0.02697316895169044	1.2602763240445736
